"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Taranaki",2021,"3274","611",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","MidCentral",2021,"5039","827",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Whanganui",2021,"1735","331",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Capital & Coast",2021,"6804","1035",99.9
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Hutt Valley",2021,"3551","578",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Wairarapa",2021,"1471","264",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Nelson Marlborough",2021,"4982","872",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","West Coast",2021,"1149","217",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Canterbury",2021,"17811","2957",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","South Canterbury",2021,"1880","349",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Southern",2021,"8630","1607",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","New Zealand",2021,"119436","20299",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Northland",2022,"4953","973",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Waitemata",2022,"13813","2293",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Auckland",2022,"9937","1706",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Counties Manukau",2022,"10397","1768",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Waikato",2022,"10649","1872",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Lakes",2022,"2215","414",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Bay of Plenty",2022,"7299","1192",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Tairawhiti",2022,"1126","196",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Hawke's Bay",2022,"4001","784",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Taranaki",2022,"3486","656",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","MidCentral",2022,"5170","838",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Whanganui",2022,"1852","346",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Capital & Coast",2022,"7071","1045",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Hutt Valley",2022,"3647","586",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Wairarapa",2022,"1622","270",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Nelson Marlborough",2022,"5378","878",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","West Coast",2022,"1228","215",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Canterbury",2022,"18036","3031",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","South Canterbury",2022,"2012","344",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","Southern",2022,"8740","1584",100
"Initial dispensings","2201","Agents for Parkinsonism and Related Disorders","New Zealand",2022,"122632","20525",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Northland",2018,"11603","920",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waitemata",2018,"25254","2113",99.9
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Auckland",2018,"21160","1666",99.9
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Counties Manukau",2018,"19492","1686",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waikato",2018,"24950","1767",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Lakes",2018,"5077","415",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Bay of Plenty",2018,"14927","1063",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Tairawhiti",2018,"3143","178",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hawke's Bay",2018,"16028","708",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Taranaki",2018,"7351","516",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","MidCentral",2018,"11640","785",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Whanganui",2018,"3749","304",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Capital & Coast",2018,"12656","960",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hutt Valley",2018,"9508","556",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Wairarapa",2018,"3401","226",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Nelson Marlborough",2018,"10682","755",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","West Coast",2018,"2659","176",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Canterbury",2018,"49308","2588",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","South Canterbury",2018,"6121","334",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Southern",2018,"22421","1553",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","New Zealand",2018,"281130","18754",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Northland",2019,"11981","944",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waitemata",2019,"27058","2183",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Auckland",2019,"21859","1680",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Counties Manukau",2019,"20367","1739",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waikato",2019,"25363","1839",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Lakes",2019,"5102","413",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Bay of Plenty",2019,"15721","1121",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Tairawhiti",2019,"2908","176",99.9
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hawke's Bay",2019,"15284","748",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Taranaki",2019,"7554","528",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","MidCentral",2019,"12343","816",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Whanganui",2019,"4095","329",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Capital & Coast",2019,"13291","1021",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hutt Valley",2019,"9548","563",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Wairarapa",2019,"3426","224",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Nelson Marlborough",2019,"11319","775",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","West Coast",2019,"2996","208",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Canterbury",2019,"51135","2729",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","South Canterbury",2019,"6663","352",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Southern",2019,"22328","1538",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","New Zealand",2019,"290341","19465",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Northland",2020,"12570","1003",99.9
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waitemata",2020,"30393","2296",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Auckland",2020,"24188","1690",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Counties Manukau",2020,"23135","1804",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waikato",2020,"26556","1845",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Lakes",2020,"5504","413",99.8
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Bay of Plenty",2020,"17479","1162",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Tairawhiti",2020,"2539","177",99.8
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hawke's Bay",2020,"15058","721",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Taranaki",2020,"8061","581",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","MidCentral",2020,"13275","810",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Whanganui",2020,"4776","317",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Capital & Coast",2020,"14746","1044",99.9
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hutt Valley",2020,"10092","596",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Wairarapa",2020,"3784","238",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Nelson Marlborough",2020,"12828","849",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","West Coast",2020,"3093","227",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Canterbury",2020,"54476","2873",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","South Canterbury",2020,"6816","365",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Southern",2020,"23669","1558",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","New Zealand",2020,"313038","20009",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Northland",2021,"11739","1012",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waitemata",2021,"30471","2298",99.9
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Auckland",2021,"22829","1729",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Counties Manukau",2021,"22857","1774",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waikato",2021,"25869","1860",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Lakes",2021,"5497","433",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Bay of Plenty",2021,"17708","1211",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Tairawhiti",2021,"2966","184",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hawke's Bay",2021,"18403","781",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Taranaki",2021,"8213","616",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","MidCentral",2021,"13020","837",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Whanganui",2021,"4954","340",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Capital & Coast",2021,"15654","1051",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Hutt Valley",2021,"9167","587",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Wairarapa",2021,"3956","265",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Nelson Marlborough",2021,"12739","882",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","West Coast",2021,"2891","221",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Canterbury",2021,"53173","2995",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","South Canterbury",2021,"6856","353",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Southern",2021,"22750","1622",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","New Zealand",2021,"311712","20519",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Northland",2022,"11587","986",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waitemata",2022,"31107","2327",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Auckland",2022,"22947","1737",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Counties Manukau",2022,"23271","1791",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Waikato",2022,"26817","1896",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Lakes",2022,"5243","419",100
"Dispensings","2201","Agents for Parkinsonism and Related Disorders","Bay of Plenty",2022,"17017","1217",100
