,Type,TG3ID,TherapeuticGrp3,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp3.y,TG2ID,TherapeuticGrp2,TG1ID,TherapeuticGrp1
4448,Dispensings,160101,Anthelmintics,Canterbury,2021,1380,1229,99.9,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4449,Dispensings,160101,Anthelmintics,South Canterbury,2021,115,103,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4450,Dispensings,160101,Anthelmintics,Southern,2021,706,632,99.9,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4451,Dispensings,160101,Anthelmintics,New Zealand,2021,14289,12358,99.8,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4452,Dispensings,160101,Anthelmintics,Northland,2022,483,408,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4453,Dispensings,160101,Anthelmintics,Waitemata,2022,2044,1784,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4454,Dispensings,160101,Anthelmintics,Auckland,2022,1733,1527,99.9,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4455,Dispensings,160101,Anthelmintics,Counties Manukau,2022,1347,1195,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4456,Dispensings,160101,Anthelmintics,Waikato,2022,1448,1282,99.9,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4457,Dispensings,160101,Anthelmintics,Lakes,2022,264,242,99.6,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4458,Dispensings,160101,Anthelmintics,Bay of Plenty,2022,851,726,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4459,Dispensings,160101,Anthelmintics,Tairawhiti,2022,132,118,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4460,Dispensings,160101,Anthelmintics,Hawke's Bay,2022,429,383,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4461,Dispensings,160101,Anthelmintics,Taranaki,2022,238,188,99.2,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4462,Dispensings,160101,Anthelmintics,MidCentral,2022,326,303,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4463,Dispensings,160101,Anthelmintics,Whanganui,2022,177,153,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4464,Dispensings,160101,Anthelmintics,Capital & Coast,2022,772,681,99.5,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4465,Dispensings,160101,Anthelmintics,Hutt Valley,2022,333,297,99.7,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4466,Dispensings,160101,Anthelmintics,Wairarapa,2022,82,67,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4467,Dispensings,160101,Anthelmintics,Nelson Marlborough,2022,400,323,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4468,Dispensings,160101,Anthelmintics,West Coast,2022,69,66,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4469,Dispensings,160101,Anthelmintics,Canterbury,2022,1267,1112,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4470,Dispensings,160101,Anthelmintics,South Canterbury,2022,88,81,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4471,Dispensings,160101,Anthelmintics,Southern,2022,741,653,100,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
4472,Dispensings,160101,Anthelmintics,New Zealand,2022,13224,11570,99.9,Anthelmintics,1601,Anthelmintics,16,Infections - Agents for Systemic Use
6643,Initial dispensings,160401,Antifungals,Northland,2018,2909,2200,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6644,Initial dispensings,160401,Antifungals,Waitemata,2018,10998,8234,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6645,Initial dispensings,160401,Antifungals,Auckland,2018,10546,7716,98.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6646,Initial dispensings,160401,Antifungals,Counties Manukau,2018,8939,6705,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6647,Initial dispensings,160401,Antifungals,Waikato,2018,6156,4552,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6648,Initial dispensings,160401,Antifungals,Lakes,2018,1655,1243,99.3,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6649,Initial dispensings,160401,Antifungals,Bay of Plenty,2018,3096,2334,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6650,Initial dispensings,160401,Antifungals,Tairawhiti,2018,792,628,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6651,Initial dispensings,160401,Antifungals,Hawke's Bay,2018,2516,1846,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6652,Initial dispensings,160401,Antifungals,Taranaki,2018,1761,1366,99.5,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6653,Initial dispensings,160401,Antifungals,MidCentral,2018,2227,1702,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6654,Initial dispensings,160401,Antifungals,Whanganui,2018,818,626,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6655,Initial dispensings,160401,Antifungals,Capital & Coast,2018,5931,4345,99.2,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6656,Initial dispensings,160401,Antifungals,Hutt Valley,2018,2498,1856,99.5,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6657,Initial dispensings,160401,Antifungals,Wairarapa,2018,733,562,99.3,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6658,Initial dispensings,160401,Antifungals,Nelson Marlborough,2018,2097,1568,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6659,Initial dispensings,160401,Antifungals,West Coast,2018,295,239,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6660,Initial dispensings,160401,Antifungals,Canterbury,2018,8081,6041,99.5,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6661,Initial dispensings,160401,Antifungals,South Canterbury,2018,1062,773,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6662,Initial dispensings,160401,Antifungals,Southern,2018,5897,4349,99.5,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6663,Initial dispensings,160401,Antifungals,New Zealand,2018,79007,58634,99.5,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6664,Initial dispensings,160401,Antifungals,Northland,2019,2796,2092,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6665,Initial dispensings,160401,Antifungals,Waitemata,2019,10725,8059,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6666,Initial dispensings,160401,Antifungals,Auckland,2019,10554,7743,99,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6667,Initial dispensings,160401,Antifungals,Counties Manukau,2019,8760,6641,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6668,Initial dispensings,160401,Antifungals,Waikato,2019,6137,4537,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6669,Initial dispensings,160401,Antifungals,Lakes,2019,1605,1196,99.4,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6670,Initial dispensings,160401,Antifungals,Bay of Plenty,2019,3368,2536,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6671,Initial dispensings,160401,Antifungals,Tairawhiti,2019,861,673,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6672,Initial dispensings,160401,Antifungals,Hawke's Bay,2019,2677,1967,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6673,Initial dispensings,160401,Antifungals,Taranaki,2019,1825,1400,99.4,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6674,Initial dispensings,160401,Antifungals,MidCentral,2019,2370,1807,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6675,Initial dispensings,160401,Antifungals,Whanganui,2019,805,602,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6676,Initial dispensings,160401,Antifungals,Capital & Coast,2019,6155,4515,99.1,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6677,Initial dispensings,160401,Antifungals,Hutt Valley,2019,2379,1752,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6678,Initial dispensings,160401,Antifungals,Wairarapa,2019,636,482,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6679,Initial dispensings,160401,Antifungals,Nelson Marlborough,2019,2169,1583,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6680,Initial dispensings,160401,Antifungals,West Coast,2019,292,219,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6681,Initial dispensings,160401,Antifungals,Canterbury,2019,8561,6317,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6682,Initial dispensings,160401,Antifungals,South Canterbury,2019,1114,801,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6683,Initial dispensings,160401,Antifungals,Southern,2019,6346,4662,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6684,Initial dispensings,160401,Antifungals,New Zealand,2019,80135,59336,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6685,Initial dispensings,160401,Antifungals,Northland,2020,3342,2447,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6686,Initial dispensings,160401,Antifungals,Waitemata,2020,12442,9204,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6687,Initial dispensings,160401,Antifungals,Auckland,2020,11674,8381,99.4,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6688,Initial dispensings,160401,Antifungals,Counties Manukau,2020,9107,6770,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6689,Initial dispensings,160401,Antifungals,Waikato,2020,7258,5241,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6690,Initial dispensings,160401,Antifungals,Lakes,2020,1787,1311,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6691,Initial dispensings,160401,Antifungals,Bay of Plenty,2020,3954,2888,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6692,Initial dispensings,160401,Antifungals,Tairawhiti,2020,1000,729,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6693,Initial dispensings,160401,Antifungals,Hawke's Bay,2020,3258,2351,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6694,Initial dispensings,160401,Antifungals,Taranaki,2020,2147,1588,99.4,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6695,Initial dispensings,160401,Antifungals,MidCentral,2020,2887,2153,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6696,Initial dispensings,160401,Antifungals,Whanganui,2020,985,750,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6697,Initial dispensings,160401,Antifungals,Capital & Coast,2020,7006,5070,99.5,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6698,Initial dispensings,160401,Antifungals,Hutt Valley,2020,2794,1978,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6699,Initial dispensings,160401,Antifungals,Wairarapa,2020,849,640,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6700,Initial dispensings,160401,Antifungals,Nelson Marlborough,2020,2341,1673,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6701,Initial dispensings,160401,Antifungals,West Coast,2020,503,370,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6702,Initial dispensings,160401,Antifungals,Canterbury,2020,9484,6867,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6703,Initial dispensings,160401,Antifungals,South Canterbury,2020,1280,914,99.6,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6704,Initial dispensings,160401,Antifungals,Southern,2020,7737,5572,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6705,Initial dispensings,160401,Antifungals,New Zealand,2020,91835,66554,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6706,Initial dispensings,160401,Antifungals,Northland,2021,4165,2980,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6707,Initial dispensings,160401,Antifungals,Waitemata,2021,14131,10231,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6708,Initial dispensings,160401,Antifungals,Auckland,2021,13059,9189,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6709,Initial dispensings,160401,Antifungals,Counties Manukau,2021,10212,7475,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6710,Initial dispensings,160401,Antifungals,Waikato,2021,8556,6114,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6711,Initial dispensings,160401,Antifungals,Lakes,2021,2177,1558,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6712,Initial dispensings,160401,Antifungals,Bay of Plenty,2021,4810,3573,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6713,Initial dispensings,160401,Antifungals,Tairawhiti,2021,1262,922,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6714,Initial dispensings,160401,Antifungals,Hawke's Bay,2021,4326,3026,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6715,Initial dispensings,160401,Antifungals,Taranaki,2021,2842,2070,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6716,Initial dispensings,160401,Antifungals,MidCentral,2021,3895,2781,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6717,Initial dispensings,160401,Antifungals,Whanganui,2021,1325,961,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6718,Initial dispensings,160401,Antifungals,Capital & Coast,2021,8236,5837,99.7,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6719,Initial dispensings,160401,Antifungals,Hutt Valley,2021,3308,2350,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6720,Initial dispensings,160401,Antifungals,Wairarapa,2021,927,669,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6721,Initial dispensings,160401,Antifungals,Nelson Marlborough,2021,2742,1994,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6722,Initial dispensings,160401,Antifungals,West Coast,2021,694,513,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6723,Initial dispensings,160401,Antifungals,Canterbury,2021,11013,7981,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6724,Initial dispensings,160401,Antifungals,South Canterbury,2021,1589,1106,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6725,Initial dispensings,160401,Antifungals,Southern,2021,9055,6437,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6726,Initial dispensings,160401,Antifungals,New Zealand,2021,108324,77326,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6727,Initial dispensings,160401,Antifungals,Northland,2022,4268,3058,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6728,Initial dispensings,160401,Antifungals,Waitemata,2022,14830,10696,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6729,Initial dispensings,160401,Antifungals,Auckland,2022,13107,9377,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6730,Initial dispensings,160401,Antifungals,Counties Manukau,2022,10612,7869,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6731,Initial dispensings,160401,Antifungals,Waikato,2022,8980,6575,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6732,Initial dispensings,160401,Antifungals,Lakes,2022,2009,1466,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6733,Initial dispensings,160401,Antifungals,Bay of Plenty,2022,4906,3644,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6734,Initial dispensings,160401,Antifungals,Tairawhiti,2022,1447,1004,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6735,Initial dispensings,160401,Antifungals,Hawke's Bay,2022,4400,3065,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6736,Initial dispensings,160401,Antifungals,Taranaki,2022,2696,1978,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6737,Initial dispensings,160401,Antifungals,MidCentral,2022,3874,2776,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6738,Initial dispensings,160401,Antifungals,Whanganui,2022,1427,1002,99.9,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6739,Initial dispensings,160401,Antifungals,Capital & Coast,2022,8160,5861,99.8,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6740,Initial dispensings,160401,Antifungals,Hutt Valley,2022,3044,2217,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6741,Initial dispensings,160401,Antifungals,Wairarapa,2022,932,692,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6742,Initial dispensings,160401,Antifungals,Nelson Marlborough,2022,2546,1889,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
6743,Initial dispensings,160401,Antifungals,West Coast,2022,695,475,100,Antifungals,1604,Antifungals,16,Infections - Agents for Systemic Use
