"","Type","TG3ID","TherapeuticGrp3","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"46540","Dispensings",160310,"Tetracyclines","Waitemata",2022,"37257","25877",99.8
"46541","Dispensings",160310,"Tetracyclines","Auckland",2022,"30423","21663",99.7
"46542","Dispensings",160310,"Tetracyclines","Counties Manukau",2022,"28254","19385",99.9
"46543","Dispensings",160310,"Tetracyclines","Waikato",2022,"22427","14813",99.9
"46544","Dispensings",160310,"Tetracyclines","Lakes",2022,"5843","3927",99.9
"46545","Dispensings",160310,"Tetracyclines","Bay of Plenty",2022,"17457","11877",99.9
"46546","Dispensings",160310,"Tetracyclines","Tairawhiti",2022,"2409","1665",100
"46547","Dispensings",160310,"Tetracyclines","Hawke's Bay",2022,"11078","6798",99.9
"46548","Dispensings",160310,"Tetracyclines","Taranaki",2022,"7476","5126",99.9
"46549","Dispensings",160310,"Tetracyclines","MidCentral",2022,"11817","7784",100
"46550","Dispensings",160310,"Tetracyclines","Whanganui",2022,"5711","3830",99.9
"46551","Dispensings",160310,"Tetracyclines","Capital & Coast",2022,"18467","11981",99.8
"46552","Dispensings",160310,"Tetracyclines","Hutt Valley",2022,"8781","5131",99.9
"46553","Dispensings",160310,"Tetracyclines","Wairarapa",2022,"3172","1788",100
"46554","Dispensings",160310,"Tetracyclines","Nelson Marlborough",2022,"7312","4576",99.8
"46555","Dispensings",160310,"Tetracyclines","West Coast",2022,"1526","1001",99.9
"46556","Dispensings",160310,"Tetracyclines","Canterbury",2022,"32900","20276",99.9
"46557","Dispensings",160310,"Tetracyclines","South Canterbury",2022,"4594","2983",99.9
"46558","Dispensings",160310,"Tetracyclines","Southern",2022,"21704","14429",99.8
"46559","Dispensings",160310,"Tetracyclines","New Zealand",2022,"290072","191797",99.9
"47837","Initial dispensings",162301,"Urinary Tract Infections","Northland",2018,"4309","2907",99.8
"47838","Initial dispensings",162301,"Urinary Tract Infections","Waitemata",2018,"14023","9789",99.4
"47839","Initial dispensings",162301,"Urinary Tract Infections","Auckland",2018,"11439","8313",99.2
"47840","Initial dispensings",162301,"Urinary Tract Infections","Counties Manukau",2018,"11489","8192",99.6
"47841","Initial dispensings",162301,"Urinary Tract Infections","Waikato",2018,"7791","5049",99.7
"47842","Initial dispensings",162301,"Urinary Tract Infections","Lakes",2018,"2195","1495",99.2
"47843","Initial dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2018,"4080","2713",99.9
"47844","Initial dispensings",162301,"Urinary Tract Infections","Tairawhiti",2018,"1308","824",99.8
"47845","Initial dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2018,"3288","2071",99.9
"47846","Initial dispensings",162301,"Urinary Tract Infections","Taranaki",2018,"2982","1898",99.6
"47847","Initial dispensings",162301,"Urinary Tract Infections","MidCentral",2018,"5591","3641",99.8
"47848","Initial dispensings",162301,"Urinary Tract Infections","Whanganui",2018,"1635","1092",99.5
"47849","Initial dispensings",162301,"Urinary Tract Infections","Capital & Coast",2018,"8378","5839",99.3
"47850","Initial dispensings",162301,"Urinary Tract Infections","Hutt Valley",2018,"4773","3198",99.3
"47851","Initial dispensings",162301,"Urinary Tract Infections","Wairarapa",2018,"1270","815",99.8
"47852","Initial dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2018,"2487","1642",99.5
"47853","Initial dispensings",162301,"Urinary Tract Infections","West Coast",2018,"689","420",99.9
"47854","Initial dispensings",162301,"Urinary Tract Infections","Canterbury",2018,"11732","7578",99.6
"47855","Initial dispensings",162301,"Urinary Tract Infections","South Canterbury",2018,"1620","1046",99.6
"47856","Initial dispensings",162301,"Urinary Tract Infections","Southern",2018,"5751","3789",99.4
"47857","Initial dispensings",162301,"Urinary Tract Infections","New Zealand",2018,"106830","71963",99.5
"47858","Initial dispensings",162301,"Urinary Tract Infections","Northland",2019,"4845","3288",99.9
"47859","Initial dispensings",162301,"Urinary Tract Infections","Waitemata",2019,"14685","10477",99.6
"47860","Initial dispensings",162301,"Urinary Tract Infections","Auckland",2019,"12108","8801",99.4
"47861","Initial dispensings",162301,"Urinary Tract Infections","Counties Manukau",2019,"11745","8591",99.7
"47862","Initial dispensings",162301,"Urinary Tract Infections","Waikato",2019,"8800","6001",99.8
"47863","Initial dispensings",162301,"Urinary Tract Infections","Lakes",2019,"2336","1563",99.5
"47864","Initial dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2019,"5078","3431",99.8
"47865","Initial dispensings",162301,"Urinary Tract Infections","Tairawhiti",2019,"1260","847",99.6
"47866","Initial dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2019,"3739","2422",99.8
"47867","Initial dispensings",162301,"Urinary Tract Infections","Taranaki",2019,"2970","1954",99.6
"47868","Initial dispensings",162301,"Urinary Tract Infections","MidCentral",2019,"5961","4008",99.8
"47869","Initial dispensings",162301,"Urinary Tract Infections","Whanganui",2019,"1841","1241",99.6
"47870","Initial dispensings",162301,"Urinary Tract Infections","Capital & Coast",2019,"10489","7473",99.2
"47871","Initial dispensings",162301,"Urinary Tract Infections","Hutt Valley",2019,"5130","3486",99.6
"47872","Initial dispensings",162301,"Urinary Tract Infections","Wairarapa",2019,"1585","1048",99.8
"47873","Initial dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2019,"4547","3270",99.5
"47874","Initial dispensings",162301,"Urinary Tract Infections","West Coast",2019,"727","485",99.9
"47875","Initial dispensings",162301,"Urinary Tract Infections","Canterbury",2019,"13676","9064",99.6
"47876","Initial dispensings",162301,"Urinary Tract Infections","South Canterbury",2019,"1822","1184",99.5
"47877","Initial dispensings",162301,"Urinary Tract Infections","Southern",2019,"8867","6363",99.5
"47878","Initial dispensings",162301,"Urinary Tract Infections","New Zealand",2019,"122211","84583",99.6
"47879","Initial dispensings",162301,"Urinary Tract Infections","Northland",2020,"6095","3937",100
"47880","Initial dispensings",162301,"Urinary Tract Infections","Waitemata",2020,"17922","12147",99.7
"47881","Initial dispensings",162301,"Urinary Tract Infections","Auckland",2020,"13540","9614",99.7
"47882","Initial dispensings",162301,"Urinary Tract Infections","Counties Manukau",2020,"14373","10247",99.8
"47883","Initial dispensings",162301,"Urinary Tract Infections","Waikato",2020,"10691","7197",99.8
"47884","Initial dispensings",162301,"Urinary Tract Infections","Lakes",2020,"2601","1698",99.5
"47885","Initial dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2020,"6120","3994",99.9
"47886","Initial dispensings",162301,"Urinary Tract Infections","Tairawhiti",2020,"1412","930",99.8
"47887","Initial dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2020,"4510","2855",99.9
"47888","Initial dispensings",162301,"Urinary Tract Infections","Taranaki",2020,"3579","2202",99.8
"47889","Initial dispensings",162301,"Urinary Tract Infections","MidCentral",2020,"6586","4150",99.9
"47890","Initial dispensings",162301,"Urinary Tract Infections","Whanganui",2020,"2152","1373",99.8
"47891","Initial dispensings",162301,"Urinary Tract Infections","Capital & Coast",2020,"11398","8019",99.4
"47892","Initial dispensings",162301,"Urinary Tract Infections","Hutt Valley",2020,"5725","3918",99.8
"47893","Initial dispensings",162301,"Urinary Tract Infections","Wairarapa",2020,"1745","1122",99.8
"47894","Initial dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2020,"5442","3774",99.7
"47895","Initial dispensings",162301,"Urinary Tract Infections","West Coast",2020,"870","567",99.8
"47896","Initial dispensings",162301,"Urinary Tract Infections","Canterbury",2020,"18467","12433",99.8
"47897","Initial dispensings",162301,"Urinary Tract Infections","South Canterbury",2020,"2016","1285",99.6
"47898","Initial dispensings",162301,"Urinary Tract Infections","Southern",2020,"10503","7182",99.7
"47899","Initial dispensings",162301,"Urinary Tract Infections","New Zealand",2020,"145747","98182",99.7
"47900","Initial dispensings",162301,"Urinary Tract Infections","Northland",2021,"8130","5065",100
"47901","Initial dispensings",162301,"Urinary Tract Infections","Waitemata",2021,"22340","14584",99.9
"47902","Initial dispensings",162301,"Urinary Tract Infections","Auckland",2021,"15867","11048",99.8
"47903","Initial dispensings",162301,"Urinary Tract Infections","Counties Manukau",2021,"17495","12337",100
"47904","Initial dispensings",162301,"Urinary Tract Infections","Waikato",2021,"13230","9067",99.9
"47905","Initial dispensings",162301,"Urinary Tract Infections","Lakes",2021,"3404","2297",99.8
"47906","Initial dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2021,"8033","5132",99.9
"47907","Initial dispensings",162301,"Urinary Tract Infections","Tairawhiti",2021,"1709","990",99.8
"47908","Initial dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2021,"6517","4039",99.9
"47909","Initial dispensings",162301,"Urinary Tract Infections","Taranaki",2021,"5372","3318",99.9
"47910","Initial dispensings",162301,"Urinary Tract Infections","MidCentral",2021,"7482","4613",100
"47911","Initial dispensings",162301,"Urinary Tract Infections","Whanganui",2021,"2964","1856",100
"47912","Initial dispensings",162301,"Urinary Tract Infections","Capital & Coast",2021,"12859","8862",99.8
"47913","Initial dispensings",162301,"Urinary Tract Infections","Hutt Valley",2021,"6660","4292",100
"47914","Initial dispensings",162301,"Urinary Tract Infections","Wairarapa",2021,"2269","1495",100
"47915","Initial dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2021,"6286","4286",99.9
"47916","Initial dispensings",162301,"Urinary Tract Infections","West Coast",2021,"1051","686",99.8
"47917","Initial dispensings",162301,"Urinary Tract Infections","Canterbury",2021,"20783","13947",99.9
"47918","Initial dispensings",162301,"Urinary Tract Infections","South Canterbury",2021,"2528","1628",100
"47919","Initial dispensings",162301,"Urinary Tract Infections","Southern",2021,"12614","8307",99.8
"47920","Initial dispensings",162301,"Urinary Tract Infections","New Zealand",2021,"177593","117174",99.9
"47921","Initial dispensings",162301,"Urinary Tract Infections","Northland",2022,"9107","5762",100
"47922","Initial dispensings",162301,"Urinary Tract Infections","Waitemata",2022,"26054","16773",99.8
"47923","Initial dispensings",162301,"Urinary Tract Infections","Auckland",2022,"18844","12790",99.8
"47924","Initial dispensings",162301,"Urinary Tract Infections","Counties Manukau",2022,"20155","14108",99.9
"47925","Initial dispensings",162301,"Urinary Tract Infections","Waikato",2022,"15249","10408",99.9
"47926","Initial dispensings",162301,"Urinary Tract Infections","Lakes",2022,"3992","2684",99.8
"47927","Initial dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2022,"9846","6238",99.9
"47928","Initial dispensings",162301,"Urinary Tract Infections","Tairawhiti",2022,"1961","1127",100
"47929","Initial dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2022,"7619","4740",99.9
"47930","Initial dispensings",162301,"Urinary Tract Infections","Taranaki",2022,"6105","3719",99.9
"47931","Initial dispensings",162301,"Urinary Tract Infections","MidCentral",2022,"8229","5151",100
"47932","Initial dispensings",162301,"Urinary Tract Infections","Whanganui",2022,"3124","2032",99.9
"47933","Initial dispensings",162301,"Urinary Tract Infections","Capital & Coast",2022,"13589","9101",99.7
"47934","Initial dispensings",162301,"Urinary Tract Infections","Hutt Valley",2022,"6926","4430",99.8
"47935","Initial dispensings",162301,"Urinary Tract Infections","Wairarapa",2022,"2510","1628",100
"47936","Initial dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2022,"6713","4408",100
"47937","Initial dispensings",162301,"Urinary Tract Infections","West Coast",2022,"1002","648",100
"47938","Initial dispensings",162301,"Urinary Tract Infections","Canterbury",2022,"23259","15530",99.9
"47939","Initial dispensings",162301,"Urinary Tract Infections","South Canterbury",2022,"3253","1988",99.9
"47940","Initial dispensings",162301,"Urinary Tract Infections","Southern",2022,"14262","9242",99.9
"47941","Initial dispensings",162301,"Urinary Tract Infections","New Zealand",2022,"201799","131782",99.9
"47942","Dispensings",162301,"Urinary Tract Infections","Northland",2018,"4758","2910",99.8
"47943","Dispensings",162301,"Urinary Tract Infections","Waitemata",2018,"15357","9797",99.5
"47944","Dispensings",162301,"Urinary Tract Infections","Auckland",2018,"12004","8317",99.2
"47945","Dispensings",162301,"Urinary Tract Infections","Counties Manukau",2018,"12220","8199",99.6
"47946","Dispensings",162301,"Urinary Tract Infections","Waikato",2018,"9060","5066",99.7
"47947","Dispensings",162301,"Urinary Tract Infections","Lakes",2018,"2473","1496",99.3
"47948","Dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2018,"5057","2720",99.9
"47949","Dispensings",162301,"Urinary Tract Infections","Tairawhiti",2018,"1828","825",99.9
"47950","Dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2018,"4367","2074",99.9
"47951","Dispensings",162301,"Urinary Tract Infections","Taranaki",2018,"3444","1902",99.7
"47952","Dispensings",162301,"Urinary Tract Infections","MidCentral",2018,"6266","3647",99.8
"47953","Dispensings",162301,"Urinary Tract Infections","Whanganui",2018,"1831","1093",99.6
"47954","Dispensings",162301,"Urinary Tract Infections","Capital & Coast",2018,"8965","5846",99.3
"47955","Dispensings",162301,"Urinary Tract Infections","Hutt Valley",2018,"5454","3205",99.4
"47956","Dispensings",162301,"Urinary Tract Infections","Wairarapa",2018,"1577","817",99.9
"47957","Dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2018,"2944","1644",99.6
"47958","Dispensings",162301,"Urinary Tract Infections","West Coast",2018,"930","421",99.9
"47959","Dispensings",162301,"Urinary Tract Infections","Canterbury",2018,"14826","7596",99.7
"47960","Dispensings",162301,"Urinary Tract Infections","South Canterbury",2018,"2232","1046",99.7
"47961","Dispensings",162301,"Urinary Tract Infections","Southern",2018,"6849","3796",99.5
"47962","Dispensings",162301,"Urinary Tract Infections","New Zealand",2018,"122442","72059",99.6
"47963","Dispensings",162301,"Urinary Tract Infections","Northland",2019,"5216","3290",99.9
"47964","Dispensings",162301,"Urinary Tract Infections","Waitemata",2019,"16000","10491",99.6
"47965","Dispensings",162301,"Urinary Tract Infections","Auckland",2019,"12738","8808",99.5
"47966","Dispensings",162301,"Urinary Tract Infections","Counties Manukau",2019,"12385","8601",99.7
"47967","Dispensings",162301,"Urinary Tract Infections","Waikato",2019,"10024","6009",99.8
"47968","Dispensings",162301,"Urinary Tract Infections","Lakes",2019,"2666","1568",99.6
"47969","Dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2019,"6142","3440",99.9
"47970","Dispensings",162301,"Urinary Tract Infections","Tairawhiti",2019,"1749","849",99.7
"47971","Dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2019,"4725","2425",99.9
"47972","Dispensings",162301,"Urinary Tract Infections","Taranaki",2019,"3398","1957",99.7
"47973","Dispensings",162301,"Urinary Tract Infections","MidCentral",2019,"6691","4013",99.9
"47974","Dispensings",162301,"Urinary Tract Infections","Whanganui",2019,"2101","1243",99.7
"47975","Dispensings",162301,"Urinary Tract Infections","Capital & Coast",2019,"11009","7476",99.2
"47976","Dispensings",162301,"Urinary Tract Infections","Hutt Valley",2019,"5786","3489",99.6
"47977","Dispensings",162301,"Urinary Tract Infections","Wairarapa",2019,"1868","1050",99.8
"47978","Dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2019,"4967","3274",99.6
"47979","Dispensings",162301,"Urinary Tract Infections","West Coast",2019,"828","487",99.9
"47980","Dispensings",162301,"Urinary Tract Infections","Canterbury",2019,"16753","9075",99.7
"47981","Dispensings",162301,"Urinary Tract Infections","South Canterbury",2019,"2399","1186",99.6
"47982","Dispensings",162301,"Urinary Tract Infections","Southern",2019,"9950","6371",99.5
"47983","Dispensings",162301,"Urinary Tract Infections","New Zealand",2019,"137395","84680",99.6
"47984","Dispensings",162301,"Urinary Tract Infections","Northland",2020,"7164","3944",100
"47985","Dispensings",162301,"Urinary Tract Infections","Waitemata",2020,"20606","12167",99.7
"47986","Dispensings",162301,"Urinary Tract Infections","Auckland",2020,"14788","9620",99.7
"47987","Dispensings",162301,"Urinary Tract Infections","Counties Manukau",2020,"15863","10255",99.8
"47988","Dispensings",162301,"Urinary Tract Infections","Waikato",2020,"12680","7207",99.8
"47989","Dispensings",162301,"Urinary Tract Infections","Lakes",2020,"3098","1700",99.6
"47990","Dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2020,"7899","3999",99.9
"47991","Dispensings",162301,"Urinary Tract Infections","Tairawhiti",2020,"1997","930",99.8
"47992","Dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2020,"6152","2862",99.9
"47993","Dispensings",162301,"Urinary Tract Infections","Taranaki",2020,"4457","2205",99.9
"47994","Dispensings",162301,"Urinary Tract Infections","MidCentral",2020,"7812","4155",99.9
"47995","Dispensings",162301,"Urinary Tract Infections","Whanganui",2020,"2625","1375",99.8
"47996","Dispensings",162301,"Urinary Tract Infections","Capital & Coast",2020,"12391","8033",99.5
"47997","Dispensings",162301,"Urinary Tract Infections","Hutt Valley",2020,"6745","3924",99.9
"47998","Dispensings",162301,"Urinary Tract Infections","Wairarapa",2020,"2233","1126",99.8
"47999","Dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2020,"6378","3777",99.8
"48000","Dispensings",162301,"Urinary Tract Infections","West Coast",2020,"1146","569",99.8
"48001","Dispensings",162301,"Urinary Tract Infections","Canterbury",2020,"22709","12450",99.9
"48002","Dispensings",162301,"Urinary Tract Infections","South Canterbury",2020,"2600","1289",99.7
"48003","Dispensings",162301,"Urinary Tract Infections","Southern",2020,"12371","7190",99.7
"48004","Dispensings",162301,"Urinary Tract Infections","New Zealand",2020,"171714","98296",99.8
"48005","Dispensings",162301,"Urinary Tract Infections","Northland",2021,"9330","5070",100
"48006","Dispensings",162301,"Urinary Tract Infections","Waitemata",2021,"25562","14598",99.9
"48007","Dispensings",162301,"Urinary Tract Infections","Auckland",2021,"17242","11061",99.8
"48008","Dispensings",162301,"Urinary Tract Infections","Counties Manukau",2021,"19199","12347",100
"48009","Dispensings",162301,"Urinary Tract Infections","Waikato",2021,"15238","9084",99.9
"48010","Dispensings",162301,"Urinary Tract Infections","Lakes",2021,"3951","2298",99.8
"48011","Dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2021,"10198","5144",99.9
"48012","Dispensings",162301,"Urinary Tract Infections","Tairawhiti",2021,"2103","994",99.9
"48013","Dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2021,"8770","4048",100
"48014","Dispensings",162301,"Urinary Tract Infections","Taranaki",2021,"6371","3320",99.9
"48015","Dispensings",162301,"Urinary Tract Infections","MidCentral",2021,"8942","4617",100
"48016","Dispensings",162301,"Urinary Tract Infections","Whanganui",2021,"3466","1859",100
"48017","Dispensings",162301,"Urinary Tract Infections","Capital & Coast",2021,"13913","8871",99.8
"48018","Dispensings",162301,"Urinary Tract Infections","Hutt Valley",2021,"7772","4302",100
"48019","Dispensings",162301,"Urinary Tract Infections","Wairarapa",2021,"2775","1503",100
"48020","Dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2021,"7291","4289",99.9
"48021","Dispensings",162301,"Urinary Tract Infections","West Coast",2021,"1242","687",99.8
"48022","Dispensings",162301,"Urinary Tract Infections","Canterbury",2021,"25007","13966",100
"48023","Dispensings",162301,"Urinary Tract Infections","South Canterbury",2021,"2994","1633",100
"48024","Dispensings",162301,"Urinary Tract Infections","Southern",2021,"14764","8316",99.8
"48025","Dispensings",162301,"Urinary Tract Infections","New Zealand",2021,"206130","117309",99.9
"48026","Dispensings",162301,"Urinary Tract Infections","Northland",2022,"10507","5770",100
"48027","Dispensings",162301,"Urinary Tract Infections","Waitemata",2022,"29986","16793",99.8
"48028","Dispensings",162301,"Urinary Tract Infections","Auckland",2022,"20644","12803",99.8
"48029","Dispensings",162301,"Urinary Tract Infections","Counties Manukau",2022,"22287","14123",99.9
"48030","Dispensings",162301,"Urinary Tract Infections","Waikato",2022,"17542","10422",100
"48031","Dispensings",162301,"Urinary Tract Infections","Lakes",2022,"4702","2687",99.9
"48032","Dispensings",162301,"Urinary Tract Infections","Bay of Plenty",2022,"12316","6249",99.9
"48033","Dispensings",162301,"Urinary Tract Infections","Tairawhiti",2022,"2649","1128",100
"48034","Dispensings",162301,"Urinary Tract Infections","Hawke's Bay",2022,"10267","4744",99.9
"48035","Dispensings",162301,"Urinary Tract Infections","Taranaki",2022,"7392","3721",99.9
"48036","Dispensings",162301,"Urinary Tract Infections","MidCentral",2022,"9894","5160",100
"48037","Dispensings",162301,"Urinary Tract Infections","Whanganui",2022,"3708","2036",99.9
"48038","Dispensings",162301,"Urinary Tract Infections","Capital & Coast",2022,"14874","9112",99.8
"48039","Dispensings",162301,"Urinary Tract Infections","Hutt Valley",2022,"8108","4434",99.9
"48040","Dispensings",162301,"Urinary Tract Infections","Wairarapa",2022,"3149","1631",100
"48041","Dispensings",162301,"Urinary Tract Infections","Nelson Marlborough",2022,"8101","4412",100
"48042","Dispensings",162301,"Urinary Tract Infections","West Coast",2022,"1170","648",100
"48043","Dispensings",162301,"Urinary Tract Infections","Canterbury",2022,"27803","15556",99.9
"48044","Dispensings",162301,"Urinary Tract Infections","South Canterbury",2022,"4120","1991",99.9
"48045","Dispensings",162301,"Urinary Tract Infections","Southern",2022,"16886","9257",99.9
"48046","Dispensings",162301,"Urinary Tract Infections","New Zealand",2022,"236105","131939",99.9
